Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Georeference
ELEC,TPS AMC DOWNTOWN,22 Holland Ave,,Albany,NY,12209,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.646230,-73.772930,05/13/2023,162141,2023-05-13 00:14:05,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.77293 42.64623)
ELEC,Peppermints Restaurant - Tesla Destination,4870 W Henrietta Rd,,Henrietta,NY,14467,,585-359-9169  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.055343,-77.653277,10/06/2022,114948,2023-01-18 15:15:20,P,,,12/29/2017,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,POINT (-77.6532771 43.0553429)
ELEC,SUNY ADIRONDACK SUNY ACC 1.2,640 Bay Rd,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.355194,-73.654090,05/13/2023,181425,2023-05-13 00:23:09,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.65409 43.355194)
ELEC,LIVONIA CSD CONNELL 1,40 Spring St,,Livonia,NY,14487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.817151,-77.668095,05/13/2023,236736,2023-05-13 00:34:43,,,,11/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.668095 42.817151)
ELEC,NYS PARKS LI STATION 1,880 Lake Dr,,Lakeview,NY,11552,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.683060,-73.643105,05/13/2023,213461,2023-05-13 00:28:29,,,,04/06/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.643105 40.68306)
ELEC,Saint Regis Mohawk Health Services,404 NY-37,,Akwesasne,NY,13655,,518-358-3141,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,44.977945,-74.689688,10/11/2022,227679,2023-02-14 15:54:11,P,,,09/13/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,POINT (-74.6896876839984 44.9779449904176)
ELEC,MUNICIPAL EVSE PARK STREET 1,50-54 Park St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.307910,-73.644584,05/13/2023,162345,2023-05-13 00:10:13,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.644584 43.30791)
ELEC,Castellani Art Museum - Niagara University,5795 Lewiston Rd,,Niagara University,NY,14109,,716-286-8200,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,43.136934,-79.036462,06/14/2022,147097,2023-02-14 15:54:11,P,,,01/01/2019,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,$1.50 per hour for first 3 hours; $5 per hour following,,,,,,,,,,POINT (-79.036462 43.136934)
ELEC,Longhouse Reserve - Tesla Destination,133 Hands Creek Rd,,East Hampton,NY,11937,,631-329-3568  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.982212,-72.200115,10/06/2022,150564,2023-01-18 15:15:20,P,,,04/01/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-72.200115 40.982212)
ELEC,Greenville Center,855 Central Park Ave,,Scarsdale,NY,10583,,877-455-3833,E,,Public,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,40.995411,-73.819055,05/12/2023,228022,2023-05-12 23:55:44,,,,11/14/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.819055 40.995411)
ELEC,HTHCNY STATION 1,26 Corporate Dr,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.849280,-73.758903,05/13/2023,260027,2023-05-13 00:36:47,,,,04/28/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.758903 42.84928)
ELEC,River Spring Lodge - Tesla Destination,1961 Church Rd,,Darien Center,NY,14040,,585-708-4212  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.858354,-78.346881,10/06/2022,114932,2023-01-18 15:15:20,P,,,12/28/2016,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-78.346881 42.858354)
ELEC,Sebonack Golf Club - Tesla Destination,405 Sebonac Rd,,Southampton,NY,11968,,631-287-4444  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.910893,-72.455539,10/06/2022,115239,2023-01-18 15:15:20,P,,,07/23/2015,,,,,TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,POINT (-72.455539 40.910893)
ELEC,Cloudsplitter Outfitters LLC,5302 Rt 28N,,Newcomb,NY,12852,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.966471,-74.130182,05/13/2023,154919,2023-05-13 01:26:27,,,,04/13/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.130182 43.966471)
ELEC,Holiday Inn - Tesla Supercharger,441 Electronics Parkway,,Liverpool,NY,13088,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,43.102424,-76.187446,10/03/2022,102332,2022-12-01 17:40:26,P,,,03/01/2015,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,POINT (-76.187446 43.102424)
ELEC,WESTBROOKE WBC LODEN LEFT,6 Loden Ln,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.077349,-77.651623,05/13/2023,257136,2023-05-13 00:36:22,,,,03/26/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.651623 43.077349)
E85,Speedway,123 W Main St,,Macedon,NY,14502,,315-986-3786,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,43.069258,-77.298241,04/06/2023,186504,2023-04-06 17:17:01,P,,,03/11/2021,,,,False,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,POINT (-77.298241 43.069258)
ELEC,WARRENCOUNTY DPW 1,1342 U.S. 9,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.359015,-73.701072,05/13/2023,150259,2023-05-13 00:19:18,,,,12/17/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.701072 43.359015)
ELEC,SUNY CORTLAND PROF STUD 1.3,5 Folmer Dr,,Cortland,NY,13045,,888-758-4389,E,,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.588924,-76.196929,05/13/2023,183388,2023-05-13 00:22:36,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.196929 42.588924)
ELEC,FOODBANK LATHAM PARKING TWO,959 Albany Shaker Rd Regional Food Bank - Lat,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.764423,-73.814400,05/13/2023,164452,2023-05-13 00:22:16,,,,07/23/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.8144 42.764423)
ELEC,Poland Town Court,3593 Church St,,Kennedy,NY,14747,,716-267-3809,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.158311,-79.101438,09/14/2022,226487,2023-02-14 15:54:11,P,,,08/22/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,POINT (-79.1014384057511 42.1583113239972)
ELEC,Westchester Country Club,99 Biltmore Ave,,Rye,NY,10580,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,41.000710,-73.699160,07/12/2022,223139,2023-02-14 15:54:11,P,,,10/30/2021,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,POINT (-73.69916 41.00071)
ELEC,Propark 401 W 110th Street - Tesla Destination,401 W 110th St,,New York,NY,10025,,212-864-7164  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.802151,-73.961705,10/06/2022,115123,2023-01-18 15:15:20,P,,,08/23/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.961705 40.802151)
ELEC,SRYMCASSB WILTON 1.2,20 Old Gick Rd,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.105800,-73.749300,05/13/2023,183725,2023-05-13 00:25:21,,,,02/02/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.7493 43.1058)
ELEC,COLCHESTER EV DOWNSVILLEDINER,15185 NY-30,,Downsville,NY,13755,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.079406,-74.993625,05/13/2023,221028,2023-05-13 00:14:13,,,,06/10/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.993625 42.079406)
ELEC,Melville Mall - Tesla Supercharger,890 Walt Whitman Road,,Melville,NY,11747,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,40.798547,-73.412347,10/03/2022,214080,2022-12-01 17:40:26,P,,,04/06/2022,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,POINT (-73.412347 40.798547)
ELEC,Stop & Shop 3750 Hempstead Turnpike,3750 Hempstead Turnpike,,Levittown,NY,11756,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.724770,-73.496936,05/13/2023,220205,2023-05-13 01:28:39,,,,05/20/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.496936 40.72477)
ELEC,The Inn At Houghton Creek,9722 Genesee St,,Houghton,NY,14744,,585-567-8400,E,,Public,24 hours daily; guest use only,,,,,,2,,,Non-Networked,,GPS,42.423533,-78.158051,06/14/2022,157964,2023-02-14 15:54:11,P,,,05/15/2020,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,POINT (-78.158051 42.423533)
ELEC,MARKET 32 EV MARKET32 EV EG2,501 Columbia Turnpike,,Rensselaer,NY,12144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.607567,-73.720010,05/13/2023,152320,2023-05-13 00:19:39,,,,01/09/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.72001 42.607567)
ELEC,The Wood Golf Greenland Properties,7430 Canton St Rd,,Baldwinsville,NY,13027,,518-691-3119,E,,Public,24 hours daily,,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.130595,-76.337058,06/07/2021,189539,2022-02-10 19:42:29,P,,,03/31/2021,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,NONE,POINT (-76.337058 43.130595)
ELEC,MPG 266 E 97 St - Tesla Destination,266 E 97th St,,New York,NY,10021,,212-410-5270  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.785296,-73.947487,10/06/2022,115073,2023-01-18 15:15:20,P,,,08/17/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.947487 40.785296)
ELEC,100 Linden Oaks,100 Linden Oaks,,Rochester,NY,14625,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.123560,-77.518770,07/12/2022,223103,2023-02-14 15:54:11,P,,,12/07/2021,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,POINT (-77.51877 43.12356)
ELEC,MONROE COUNTY CITYPL W1,121 Fitzhugh St N,,Rochester,NY,14614,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.155888,-77.615213,05/13/2023,259346,2023-05-13 00:36:50,,,,04/14/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.615213 43.155888)
ELEC,Yonkers City Hall Parking Garage,40 South Broadway,,Yonkers,NY,10701,,866-816-7584,E,,Public,,,,,,,5,,,EV Connect,http://evconnect.com/,GPS,40.932086,-73.897953,05/13/2023,94870,2023-05-13 01:26:27,,,,04/06/2017,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.897953 40.932086)
ELEC,Rapid Park - 204 W 101 st,204 W 101st St,,New York,NY,10025,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,8,,,LIVINGSTON,https://www.solution.energy,GPS,40.797430,-73.968700,07/12/2022,223088,2023-02-14 15:54:11,P,,,01/26/2022,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,POINT (-73.9687 40.79743)
ELEC,GGMC Parking MODA - Tesla Destination,89-14 Parsons Blvd,,Jamaica,NY,11432,,718-523-1475  877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.705133,-73.801443,10/06/2022,150686,2023-01-18 15:15:20,P,,,10/17/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.801443 40.705133)
CNG,Clean Energy - Greenpoint - National Grid,287 Maspeth Ave,"I-278/Brooklyn Queens Expy, exit onto Vandervoort Ave S, left onto Maspeth Ave, and the station is on the left",Brooklyn,NY,11211,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,40.718037,-73.932309,12/13/2022,108,2023-02-14 15:54:11,T,,,07/15/2016,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,1200,,,,,,,,,Q,3000 3600,HD,,,POINT (-73.932309 40.718037)
ELEC,CHATHAM EVC CHATHAM,77 Main St,,Chatham,NY,12037,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.363258,-73.594529,05/13/2023,162257,2023-05-13 00:12:12,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.594529 42.363258)
ELEC,Stewart's Shops - Tesla Supercharger,5805  NY-9G,,Hudson,NY,12534,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.223087,-73.826751,10/03/2022,205810,2022-12-01 17:40:26,P,,,02/04/2022,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,POINT (-73.826751 42.223087)
ELEC,Astor Place,445 Lafayette St,,New York,NY,10003,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.729700,-73.991565,05/13/2023,124144,2023-05-13 00:00:14,,,,06/21/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.991565 40.7297)
ELEC,iPark Eleventh Avenue Garage Corp. - Tesla Destination,552 W 30th St,,New York,NY,10001,,212-967-7872  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.753049,-74.003333,10/06/2022,115161,2023-01-18 15:15:20,P,,,02/09/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-74.003333 40.753049)
ELEC,ROSENBLUM300 100 GREAT OAKS,100 Great Oaks Blvd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.683264,-73.846461,05/13/2023,120975,2023-05-13 00:15:11,,,,03/27/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.846461 42.683264)
ELEC,LARKIN726RRAMPP LARKIN 1,726 Exchange St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.874893,-78.849846,05/13/2023,182983,2023-05-13 00:14:53,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.849846 42.874893)
ELEC,SAVARINO COMPAN 500 SENECA 3,Myrtle St Lot Charger 3 500 Seneca Street,,Buffalo,NY,14204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.878456,-78.857720,05/13/2023,164149,2023-05-13 00:22:21,,,,07/11/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.85772 42.878456)
ELEC,621 Columbia St,621 Columbia St Ext,,Cohoes,NY,12047,,518-691-3119,E,,Public,24 hours daily,,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.763613,-73.749493,06/07/2021,189504,2022-02-10 19:42:29,P,,,10/29/2020,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,NONE,POINT (-73.749493 42.763613)
ELEC,Laureate Garage,2148 Broadway,Located between Broadway & Amsterdam ||Ave. Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||,New York,NY,10023,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.781310,-73.980834,05/12/2023,189363,2023-05-12 23:59:56,,,,05/07/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.980834 40.78131)
ELEC,West Herr Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.128557,-78.696197,06/09/2020,44354,2023-02-15 22:45:41,P,,,11/30/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-78.696197 43.128557)
ELEC,BURNS MGT THE SPRINGS #4,60 Weibel Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.094747,-73.743656,05/13/2023,174329,2023-05-13 00:15:35,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.743656 43.094747)
ELEC,Adirondack Health Center,2233 State Rte 86,,Saranac Lake,NY,12983,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,44.345519,-74.143467,05/13/2023,202637,2023-05-13 01:26:31,,,,12/13/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.143467 44.345519)
ELEC,RRH ST MARYS 5,89 Genesee St,,Rochester,NY,14611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.149386,-77.636910,05/13/2023,174452,2023-05-13 00:17:13,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.63691 43.149386)
ELEC,MIDDLE COUNTRY SELDEN,575 Middle Country Rd,,Selden,NY,11784,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.867476,-73.033034,05/13/2023,162152,2023-05-13 00:13:44,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.033034 40.867476)
ELEC,Holiday Inn - Johnstown Back,308 N Comrie Ave,,Johnstown,NY,12095,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,2,,,LIVINGSTON,https://www.solution.energy,GPS,43.022370,-74.360240,12/13/2022,236889,2023-02-14 15:54:11,P,,,11/01/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,POINT (-74.36024 43.02237)
ELEC,DEER PARK TANGER EV 5,152 The Arches Cir,,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762404,-73.305456,05/13/2023,180162,2023-05-13 00:04:49,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.305456 40.762404)
ELEC,Icon Parking 301 E 57 Street - Tesla Destination,301 E 57th St,,New York,NY,10022,,212-755-6223  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.759127,-73.964684,10/06/2022,115086,2023-01-18 15:15:20,P,,,04/30/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.964684 40.759127)
ELEC,Courtyard by Marriott Elmira Horseheads - Tesla Destination,202 Colonial Dr,,Horseheads,NY,14845,,607-795-5900  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.163352,-76.866382,10/06/2022,114954,2023-01-18 15:15:20,P,,,10/16/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-76.8663819 42.1633523)
ELEC,OSULLIVANS MOTEL,410 Canada St,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.429993,-73.711860,05/13/2023,201987,2023-05-13 00:29:38,,,,12/03/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.71186 43.429993)
ELEC,1 WATERLINE STATION#3,10 Riverside Blvd,,New York,NY,10069,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.773005,-73.992868,05/13/2023,207730,2023-05-13 00:30:01,,,,03/08/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.992868 40.773005)
ELEC,CHEEKTOWAGA BROADWAY #3,3301 Broadway,,Cheektowaga,NY,14227,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.902649,-78.753210,05/13/2023,183765,2023-05-13 00:25:15,,,,02/04/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.75321 42.902649)
ELEC,STRAND THEATRE THE STRAND,3092 NY-28,,Old Forge,NY,13420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.710848,-74.972152,05/13/2023,162293,2023-05-13 00:11:01,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.972152 43.710848)
ELEC,NYC FLEET DPRWFMARINA-S3,109-5 Marina Rd,,Queens,NY,11368,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.760424,-73.856316,05/13/2023,193126,2023-05-13 00:08:32,,,,07/24/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.856316 40.760424)
ELEC,854ELLICOTT 589ELLICOTT3 CS,589 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.896143,-78.868544,05/13/2023,181841,2023-05-13 00:24:22,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.868544 42.896143)
ELEC,COLE GROUP BROOKVIEW 2,4 Brookview Ct,,Schenectady,NY,12306,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.804824,-74.000142,05/13/2023,237955,2023-05-13 00:35:00,,,,12/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.000142 42.804824)
